model,sampling_method,dataset_id,dataset_usage_percent,reference_auc,reference_risk,best_dataset_auc,best_dataset_risk,tunability_risk_diff,n_trials
random_forest,bayesian,1590,100,0.9083678514924276,0.0916321485075724,0.9085108231362776,0.09148917686372238,0.0001429716438500206,10
random_forest,bayesian,1510,100,0.9895888357708698,0.010411164229130243,0.9910681249425928,0.008931875057407224,0.0014792891717230194,10
random_forest,bayesian,1461,100,0.5069407035481243,0.49305929645187574,0.5069407035481243,0.49305929645187574,0.0,10
random_forest,bayesian,24,100,0.9995356342727524,0.0004643657272476176,0.9995808725492921,0.00041912745070793456,4.523827653968304e-05,10
random_forest,bayesian,40945,100,0.9744787209569818,0.025521279043018152,0.9766265623801855,0.023373437619814474,0.002147841423203678,10
random_forest,random,1590,100,0.9086102240801333,0.09138977591986674,0.9086102240801333,0.09138977591986674,0.0,10
random_forest,random,1510,100,0.9898170352866554,0.010182964713344567,0.9912005625484172,0.008799437451582848,0.001383527261761719,10
random_forest,random,1461,100,0.5077987797676894,0.4922012202323106,0.5077987797676894,0.4922012202323106,0.0,10
random_forest,random,24,100,0.9996027469169636,0.0003972530830363974,0.9997129880740319,0.0002870119259681392,0.00011024115706825821,10
random_forest,random,40945,100,0.9738307261713057,0.026169273828694273,0.9767216471129515,0.023278352887048492,0.0028909209416457804,10
random_forest,grid,1590,100,0.9090936034900624,0.09090639650993759,0.9091560459134298,0.0908439540865702,6.244242336739259e-05,9
random_forest,grid,1510,100,0.9906382524258385,0.009361747574161527,0.9914268773710306,0.008573122628969365,0.0007886249451921623,9
random_forest,grid,1461,100,0.521227069531656,0.478772930468344,0.521227069531656,0.478772930468344,0.0,9
random_forest,grid,24,100,0.9995954460344144,0.00040455396558558565,0.9996051650486028,0.00039483495139724933,9.719014188336317e-06,9
random_forest,grid,40945,100,0.972388965570125,0.027611034429875003,0.9764732382486006,0.02352676175139945,0.004084272678475553,9
knn,bayesian,1590,100,0.8871786708982305,0.11282132910176945,0.8871786708982305,0.11282132910176945,0.0,10
knn,bayesian,1510,100,0.9908372716921685,0.009162728307831491,0.9920160389555248,0.007983961044475185,0.0011787672633563062,10
knn,bayesian,1461,100,0.7118569487863684,0.2881430512136316,0.7118569487863684,0.2881430512136316,0.0,10
knn,bayesian,24,100,0.9180922228687102,0.08190777713128983,0.9189655342868444,0.08103446571315565,0.0008733114181341817,10
knn,bayesian,40945,100,0.8966370677095314,0.10336293229046856,0.8966370677095314,0.10336293229046856,0.0,10
knn,random,1590,100,0.8871786708982305,0.11282132910176945,0.8871786708982305,0.11282132910176945,0.0,10
knn,random,1510,100,0.9908372716921685,0.009162728307831491,0.9920160389555248,0.007983961044475185,0.0011787672633563062,10
knn,random,1461,100,0.7118569487863684,0.2881430512136316,0.7118569487863684,0.2881430512136316,0.0,10
knn,random,24,100,0.9180922228687102,0.08190777713128983,0.9189655342868444,0.08103446571315565,0.0008733114181341817,10
knn,random,40945,100,0.8966370677095314,0.10336293229046856,0.8966370677095314,0.10336293229046856,0.0,10
knn,grid,1590,100,0.8870962916020909,0.11290370839790909,0.8870962916020909,0.11290370839790909,0.0,10
knn,grid,1510,100,0.9911339375616315,0.008866062438368516,0.9926439883920232,0.007356011607976831,0.0015100508303916849,10
knn,grid,1461,100,0.7109117064753875,0.2890882935246125,0.7109117064753875,0.2890882935246125,0.0,10
knn,grid,24,100,0.917421552780182,0.082578447219818,0.91900061385368,0.08099938614631996,0.0015790610734980337,10
knn,grid,40945,100,0.8958444521125681,0.10415554788743187,0.8958444521125681,0.10415554788743187,0.0,10
xgboost,bayesian,1590,100,0.9142072474343571,0.0857927525656429,0.917959538793732,0.08204046120626796,0.0037522913593749374,10
xgboost,bayesian,1510,100,0.9927682373309625,0.007231762669037467,0.994398171977602,0.005601828022397948,0.0016299346466395193,10
xgboost,bayesian,1461,100,0.519124619358105,0.48087538064189495,0.519124619358105,0.48087538064189495,0.0,10
xgboost,bayesian,24,100,0.947487191624486,0.052512808375513975,0.9606697327171505,0.039330267282849496,0.01318254109266448,10
xgboost,bayesian,40945,100,0.9864807913503565,0.01351920864964351,0.9864807913503565,0.01351920864964351,0.0,10
xgboost,random,1590,100,0.9142072474343571,0.0857927525656429,0.917959538793732,0.08204046120626796,0.0037522913593749374,10
xgboost,random,1510,100,0.9927682373309625,0.007231762669037467,0.994398171977602,0.005601828022397948,0.0016299346466395193,10
xgboost,random,1461,100,0.519124619358105,0.48087538064189495,0.519124619358105,0.48087538064189495,0.0,10
xgboost,random,24,100,0.947487191624486,0.052512808375513975,0.9606697327171505,0.039330267282849496,0.01318254109266448,10
xgboost,random,40945,100,0.9864807913503565,0.01351920864964351,0.9864807913503565,0.01351920864964351,0.0,10
xgboost,grid,1590,100,0.9137386375452274,0.08626136245477256,0.9195755541291895,0.08042444587081055,0.005836916583962015,10
xgboost,grid,1510,100,0.9882296362152241,0.011770363784775917,0.9931494219407746,0.006850578059225398,0.004919785725550518,10
xgboost,grid,1461,100,0.6820779758640835,0.3179220241359165,0.6820779758640835,0.3179220241359165,0.0,10
xgboost,grid,24,100,0.9405179711523106,0.05948202884768938,0.9653301813479411,0.03466981865205887,0.024812210195630513,10
xgboost,grid,40945,100,0.984862587224906,0.01513741277509395,0.9866047849091327,0.013395215090867274,0.0017421976842266762,10
