model,sampling_method,dataset_id,dataset_usage_percent,reference_auc,reference_risk,best_dataset_auc,best_dataset_risk,tunability_risk_diff,n_trials
xgboost,bayesian,1461,75,0.9366928253924484,0.0633071746075515,0.9366928253924484,0.0633071746075515,0.0,32
xgboost,bayesian,24,75,1.0,0.0,1.0,0.0,0.0,32
xgboost,bayesian,40945,75,0.9931720182450436,0.0068279817549564,0.9948243688750396,0.0051756311249604,0.001652350629996,32
xgboost,random,1590,75,0.9201353740252436,0.0798646259747565,0.9201353740252436,0.0798646259747565,0.0,32
xgboost,random,1510,75,0.9937631027253668,0.0062368972746332,0.9951722797051464,0.0048277202948534,0.0014091769797798,32
xgboost,random,1461,75,0.9320822852271377,0.0679177147728624,0.9320822852271377,0.0679177147728624,0.0,32
xgboost,random,24,75,1.0,0.0,1.0,0.0,0.0,32
xgboost,random,40945,75,0.9926205121257284,0.0073794878742716,0.9934565325385,0.0065434674615001,0.0008360204127715,32
xgboost,grid,1590,75,0.9286901177428608,0.0713098822571393,0.9286901177428608,0.0713098822571393,0.0,32
xgboost,grid,1510,75,0.9933029575528056,0.0066970424471944,0.994018605870021,0.005981394129979,0.0007156483172154,32
xgboost,grid,1461,75,0.9334919071462748,0.0665080928537251,0.9349472303847914,0.0650527696152085,0.0014553232385166,32
xgboost,grid,24,75,1.0,0.0,1.0,0.0,0.0,32
xgboost,grid,40945,75,0.99418434719776,0.0058156528022399,0.9950436706859956,0.0049563293140044,0.0008593234882354,32
