model,sampling_method,dataset_id,dataset_usage_percent,reference_auc,reference_risk,best_dataset_auc,best_dataset_risk,tunability_risk_diff,n_trials
decision_tree,bayesian,1590,10,0.8673347462244119,0.13266525377558813,0.8833680236651602,0.1166319763348398,0.01603327744074834,20
decision_tree,bayesian,1510,10,0.9514285714285714,0.0485714285714286,0.9514285714285714,0.0485714285714286,0.0,20
decision_tree,bayesian,1461,10,0.8442552670669992,0.15574473293300084,0.8634075645935866,0.13659243540641341,0.019152297526587425,20
decision_tree,bayesian,24,10,0.9913440741437765,0.008655925856223545,0.9913440741437765,0.008655925856223545,0.0,20
decision_tree,bayesian,40945,10,1.0,0.0,1.0,0.0,0.0,20
decision_tree,random,1590,10,0.880320974313257,0.11967902568674305,0.8838357618046734,0.11616423819532662,0.0035147874914164268,20
decision_tree,random,1510,10,0.9314285714285715,0.0685714285714285,0.9314285714285715,0.0685714285714285,0.0,20
decision_tree,random,1461,10,0.8301490167788472,0.16985098322115277,0.8621824524354313,0.13781754756456865,0.03203343565658412,20
decision_tree,random,24,10,0.9881530879148155,0.011846912085184513,0.9881530879148155,0.011846912085184513,0.0,20
decision_tree,random,40945,10,1.0,0.0,1.0,0.0,0.0,20
decision_tree,grid,1590,10,0.8389134261334885,0.16108657386651148,0.8870602914659316,0.11293970853406843,0.048146865332443056,16
decision_tree,grid,1510,10,0.9457142857142857,0.05428571428571427,0.9514285714285714,0.0485714285714286,0.005714285714285672,16
decision_tree,grid,1461,10,0.7612840931762423,0.23871590682375765,0.8545063159113926,0.1454936840886074,0.09322222273515024,16
decision_tree,grid,24,10,0.9901457973647103,0.009854202635289688,0.9901608666835771,0.009839133316422943,1.5069318866745007e-05,16
decision_tree,grid,40945,10,1.0,0.0,1.0,0.0,0.0,16
random_forest,bayesian,1590,10,0.9091492818807556,0.09085071811924439,0.9096142947568845,0.09038570524311551,0.00046501287612887854,20
random_forest,bayesian,1510,10,0.9771428571428572,0.022857142857142798,0.9771428571428572,0.022857142857142798,0.0,20
random_forest,bayesian,1461,10,0.912600225029478,0.08739977497052198,0.9137092406317467,0.08629075936825326,0.0011090156022687259,20
random_forest,bayesian,24,10,1.0,0.0,1.0,0.0,0.0,20
random_forest,bayesian,40945,10,1.0,0.0,1.0,0.0,0.0,20
random_forest,random,1590,10,0.9063597180794023,0.0936402819205977,0.9063597180794023,0.0936402819205977,0.0,20
random_forest,random,1510,10,0.9771428571428572,0.022857142857142798,0.9771428571428572,0.022857142857142798,0.0,20
random_forest,random,1461,10,0.898778291514793,0.10122170848520695,0.898778291514793,0.10122170848520695,0.0,20
random_forest,random,24,10,0.9986290783759137,0.001370921624086252,1.0,0.0,0.001370921624086252,20
random_forest,random,40945,10,1.0,0.0,1.0,0.0,0.0,20
random_forest,grid,1590,10,0.908201769021783,0.09179823097821704,0.908201769021783,0.09179823097821704,0.0,16
random_forest,grid,1510,10,0.9771428571428572,0.022857142857142798,0.9828571428571429,0.017142857142857126,0.005714285714285672,16
random_forest,grid,1461,10,0.9150997957973782,0.08490020420262179,0.9150997957973782,0.08490020420262179,0.0,16
random_forest,grid,24,10,1.0,0.0,1.0,0.0,0.0,16
random_forest,grid,40945,10,1.0,0.0,1.0,0.0,0.0,16
knn,bayesian,1590,10,0.8701656999634114,0.12983430003658858,0.8710041874758053,0.12899581252419468,0.000838487512393904,20
knn,bayesian,1510,10,0.9685714285714285,0.03142857142857147,0.9714285714285713,0.028571428571428692,0.0028571428571427804,20
knn,bayesian,1461,10,0.8458294530810697,0.15417054691893028,0.8458294530810697,0.15417054691893028,0.0,20
knn,bayesian,24,10,0.9904832523726791,0.00951674762732091,0.9963466311548963,0.0036533688451036994,0.00586337878221721,20
knn,bayesian,40945,10,0.9574999999999999,0.04250000000000009,0.9574999999999999,0.04250000000000009,0.0,20
knn,random,1590,10,0.8701656999634114,0.12983430003658858,0.8710864983293197,0.12891350167068027,0.0009207983659083041,20
knn,random,1510,10,0.9685714285714285,0.03142857142857147,0.9785714285714284,0.021428571428571574,0.009999999999999898,20
knn,random,1461,10,0.8458294530810697,0.15417054691893028,0.8458294530810697,0.15417054691893028,0.0,20
knn,random,24,10,0.9904832523726791,0.00951674762732091,0.9968016632164064,0.0031983367835936027,0.006318410843727307,20
knn,random,40945,10,0.9574999999999999,0.04250000000000009,0.9574999999999999,0.04250000000000009,0.0,20
knn,grid,1590,10,0.8704765404440196,0.12952345955598044,0.8714300222222517,0.12856997777774826,0.0009534817782321792,20
knn,grid,1510,10,0.97,0.030000000000000027,0.9785714285714284,0.021428571428571574,0.008571428571428452,20
knn,grid,1461,10,0.8421124421794326,0.1578875578205674,0.8457748575988108,0.15422514240118923,0.0036624154193781733,20
knn,grid,24,10,0.9914424588400761,0.00855754115992391,0.9968016632164064,0.0031983367835936027,0.0053592043763303066,20
knn,grid,40945,10,0.9487500000000001,0.05124999999999991,0.9568750000000001,0.04312499999999986,0.008125000000000049,20
